id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
9150746537,2014-02-10,425719,1,1.0,1475,12652,2,1,0,4,9,1348,872,1964,1990,98105,47.432791888057196,-122.46566782885715,1637,8589
4200521550,2014-02-11,764630,3,1.91,2306,7697,2,1,1,2,12,2122,639,1952,2000,98145,47.430148751525955,-121.51743579941457,2487,10077
1328306709,2014-02-12,232452,1,1.24,689,12910,2,0,3,4,12,461,694,1992,2000,98073,47.20942994981158,-121.63485066522863,510,14217
9142760546,2014-02-13,1157282,7,5.0,3505,10257,2,0,1,3,10,3117,754,1996,2000,98166,47.47470115753484,-121.92036054446598,3387,7978
4409900751,2014-02-14,1051268,6,5.0,3234,13963,2,0,2,4,11,3014,696,1963,2000,98093,47.21520259176878,-122.38870433724293,3267,10067
9812353296,2014-02-15,1091807,7,4.7,3505,1282,2,1,4,2,6,3154,731,1978,0,98153,47.542209656805255,-122.28472722671033,3364,10133
3393630709,2014-02-16,363455,1,1.0,1062,2081,2,1,2,2,7,619,70,1953,1990,98070,47.504070028949386,-122.22056482968644,1049,4041
5965136012,2014-02-17,818822,4,3.24,2399,4885,1,0,1,3,7,2283,968,1975,1990,98006,47.7040050993544,-122.25896826209639,2256,8765
4584540837,2014-02-18,589325,3,2.24,1767,3881,1,1,0,2,10,1698,853,1961,1990,98196,47.54906836655543,-122.00247998954656,1825,6404
2539035631,2014-02-19,1086182,5,3.46,3379,11776,2,1,3,2,11,2994,665,1951,1990,98064,47.39405641319333,-121.55543962973285,3340,1571
9215810476,2014-02-20,620047,5,3.62,2028,3970,2,1,4,4,9,1959,756,1966,2000,98045,47.50973860565015,-122.05582741523219,2128,13341
7724579490,2014-02-21,1181190,6,4.3,3702,10344,1,0,0,1,7,3593,651,1984,0,98017,47.61982381344995,-121.8384354318266,3807,9796
6079539213,2014-02-22,322787,2,2.7,1146,7985,1,0,0,2,5,720,70,1959,1990,98140,47.256378277246235,-121.81141679402117,947,13612
3475930254,2014-02-23,809198,4,2.99,2568,12689,2,1,2,2,3,2437,45,1992,2010,98152,47.57264445308226,-121.62841927474551,2638,12721
8567232508,2014-02-24,1004386,7,5.0,3388,1947,1,1,1,3,11,3333,46,1970,0,98007,47.74997576918678,-122.46617871242849,3330,5980
2184369054,2014-02-25,772572,4,3.89,2714,5760,1,1,2,3,7,2238,590,1964,2010,98073,47.37947817737875,-122.09566994065246,2701,13552
1877233143,2014-02-26,559547,3,1.81,1797,10909,2,1,1,4,11,1355,421,1984,0,98159,47.57597505692585,-121.7152648859139,1948,9573
9661902395,2014-02-27,913078,6,4.52,2935,14436,2,0,2,4,12,2847,148,2009,0,98144,47.69279767021015,-121.68513298503456,3075,2236
8212105412,2014-02-28,355339,2,1.37,1100,1066,2,1,0,2,6,964,909,1993,0,98101,47.507083838463174,-121.57266738482599,1123,3380
5623825465,2014-03-01,912161,6,4.46,2863,9828,1,0,3,1,7,2733,129,1954,2010,98078,47.63078772041223,-121.797205640182,3029,8177
2807155606,2014-03-02,829809,6,4.41,2561,9505,2,0,1,1,6,2344,455,1967,1990,98078,47.38660620309356,-122.25484605389525,2540,14669
3584205217,2014-03-03,252730,1,1.0,741,12589,2,0,4,4,4,566,638,1970,1990,98120,47.38363507175509,-121.99433425691562,563,12971
9319819566,2014-03-04,779136,4,3.1,2541,1564,1,1,4,3,3,2371,876,2000,2010,98175,47.600550413079134,-122.4676547120811,2695,11297
2339179993,2014-03-05,1046227,6,3.97,3324,10793,2,0,0,2,10,2850,630,1990,1990,98062,47.62324532438409,-121.85307165890175,3160,2517
8104563770,2014-03-06,1307851,6,4.99,3917,10017,1,0,2,2,6,3818,965,1973,2000,98039,47.76220581970728,-121.94570478849124,3823,2533
6721367939,2014-03-07,983754,5,4.06,3112,14393,1,1,2,1,7,2633,996,1973,1990,98083,47.33490314483079,-121.83316371923871,3208,6887
4986167032,2014-03-08,1094539,7,5.0,3445,4670,1,1,0,4,8,3317,868,1987,2000,98014,47.48093055765278,-121.5698594466124,3473,12486
8923623373,2014-03-09,583025,2,1.28,1863,10217,1,1,4,1,10,1807,504,1993,2000,98098,47.350308083898334,-121.81272338827957,1975,12632
1961997702,2014-03-10,843631,6,4.64,2639,3251,1,0,4,1,10,2459,928,2006,2000,98133,47.24805529652815,-122.17955006962524,2535,8859
9779086574,2014-03-11,571521,4,2.6,1890,13949,1,1,2,4,9,1645,773,2008,2010,98120,47.44193831676849,-122.30126333612985,1970,4489
3784151970,2014-03-12,1080998,8,5.0,3503,1804,2,0,1,3,6,3360,243,1983,1990,98062,47.42444844837292,-121.64536379318135,3412,13137
2881954684,2014-03-13,585228,3,2.43,1978,11643,2,0,3,2,8,1928,473,1972,1990,98135,47.362260471989316,-122.30566785672625,1814,5642
4862293830,2014-03-14,1313345,7,5.0,3999,5631,2,1,1,3,6,3632,381,1992,2010,98127,47.37819693468365,-122.33839041940463,3838,10062
2907460450,2014-03-15,945304,6,4.84,3056,10583,1,0,4,4,9,2598,102,1989,2010,98111,47.41624708381077,-122.29338791931903,2940,3150
3283466693,2014-03-16,404753,3,1.96,1275,2235,2,0,1,4,3,1058,488,1996,1990,98110,47.79330257966805,-121.9911591518695,1376,12424
7604727423,2014-03-17,205236,1,1.29,534,7720,1,0,3,2,7,431,36,1990,2010,98031,47.66977465958037,-122.37581255684054,521,6319
6489395620,2014-03-18,861980,5,3.81,2753,13224,2,0,1,3,12,2371,653,1996,2010,98044,47.24284072065215,-121.56188166940329,2792,12423
9715155151,2014-03-19,1187268,6,4.98,3652,12472,1,1,1,2,12,3598,548,1969,2000,98121,47.723447905892016,-121.53374629275991,3809,4766
5966200707,2014-03-20,699460,4,2.9,2455,7906,2,0,1,1,6,2199,519,2014,2010,98179,47.579981995839205,-121.52619814671701,2608,5960
1945273689,2014-03-21,658874,4,3.66,2085,7016,1,1,1,1,9,1740,742,1973,2000,98081,47.73435625607314,-122.46087519518028,1903,12399
4049919681,2014-03-22,1271644,8,5.0,3959,13915,2,0,0,1,11,3804,332,1985,0,98012,47.40502581227814,-121.55380247351997,4105,7061
6659455623,2014-03-23,1153056,8,5.0,3573,14036,1,0,4,3,7,3521,396,1994,2000,98023,47.47871131888703,-121.50258506738257,3765,13685
2344540134,2014-03-24,413654,4,2.82,1521,4549,2,1,3,1,6,1080,295,1951,2000,98167,47.73773623438486,-121.55757089065452,1645,6857
4592733633,2014-03-25,1328455,8,5.0,3961,13392,1,0,4,2,11,3633,106,1977,2010,98013,47.36354388154821,-121.82906109423729,4021,5487
6654697084,2014-03-26,961166,7,4.73,3113,8938,2,0,0,3,7,2670,859,1975,1990,98069,47.749300525747245,-121.7987698475915,3070,13018
2227070415,2014-03-27,545451,4,2.74,1629,5141,2,0,0,2,11,1443,953,1972,0,98061,47.69709982728656,-122.37774706012655,1732,8750
9982383389,2014-03-28,640398,4,3.31,2000,7966,2,0,0,4,10,1637,529,1985,0,98119,47.788334764545574,-121.62570292292504,1911,10804
6647133925,2014-03-29,440785,3,2.81,1202,10546,1,0,0,3,6,1053,824,1955,0,98088,47.39455455220982,-122.44036041537123,1145,2077
5479875953,2014-03-30,1054074,6,5.0,2949,6335,1,0,1,2,9,2686,82,1984,1990,98188,47.341451908002874,-122.18226945338236,3004,2300
4354214260,2014-03-31,968581,5,3.7,3277,6077,1,1,4,2,7,3028,933,1987,0,98000,47.39852013822744,-121.5088483548518,3094,11350
2710375334,2014-04-01,631254,4,2.53,2079,14247,1,1,2,3,12,1647,287,1984,0,98193,47.77278987759324,-122.077672120897,2062,11463
3826324630,2014-04-02,217754,1,1.13,661,6611,1,1,3,4,6,364,981,2002,1990,98125,47.39984397763177,-122.36884377603474,747,7649
1034613597,2014-04-03,165032,1,1.0,701,11028,2,0,0,3,7,291,705,1987,0,98031,47.53912709197434,-121.53070533795092,885,8181
9345872311,2014-04-04,833409,5,4.03,2481,9089,1,0,4,1,7,2059,460,2008,2010,98140,47.44220756955191,-121.51586035295827,2411,9138
6313495036,2014-04-05,520668,3,2.0,1495,3892,2,0,0,1,11,1285,214,1992,2010,98160,47.43773208668907,-122.31295731476129,1575,3529
5757166699,2014-04-06,933072,6,4.61,2817,11688,2,1,0,4,11,2793,280,1953,2000,98031,47.31602716592744,-121.63519619125982,2861,4260
6366574862,2014-04-07,416329,1,1.3,1315,11775,1,0,0,2,8,1022,731,1954,2000,98055,47.522247724478554,-122.1095766738061,1122,1363
4872269513,2014-04-08,1301085,8,5.0,3842,11750,2,1,0,2,6,3502,953,1994,2000,98151,47.70964255298032,-122.11863153551329,3834,14712
3992282719,2014-04-09,228718,1,1.0,955,6577,1,0,0,2,4,804,458,1974,2010,98090,47.22969100813233,-122.2373023681031,1072,1845
1905749458,2014-04-10,565763,3,2.69,1775,4618,1,0,3,3,5,1752,800,1960,2010,98003,47.733535956198054,-122.4552897254451,1965,4032
4681610143,2014-04-11,457859,4,2.07,1516,2559,1,0,4,3,4,1265,343,1978,2010,98022,47.59928377908238,-122.23199101631478,1322,2327
8818673655,2014-04-12,937395,4,2.55,2843,7683,2,1,0,4,7,2784,193,1983,2000,98028,47.57004284834494,-122.44622309466695,2778,12354
7187216162,2014-04-13,938432,5,2.97,3267,2507,1,0,0,1,8,2801,157,1963,2000,98097,47.575540139754395,-121.57562795364004,3085,9583
5863640768,2014-04-14,269695,2,2.5,837,13263,1,1,0,2,7,404,464,1973,2000,98148,47.37776190157268,-121.83827932760727,775,4255
2851061777,2014-04-15,450161,2,1.45,1378,3063,1,0,0,1,4,1012,103,2008,2000,98029,47.449086702320976,-121.61337734998361,1544,6136
2307785466,2014-04-16,455425,3,3.14,1576,4642,2,0,1,3,7,1511,33,1988,2000,98089,47.67957400354253,-121.78270931852943,1552,8108
1850813768,2014-04-17,375990,2,1.0,1291,3000,1,1,1,3,11,894,101,1975,2000,98147,47.38382862216177,-122.36871312891736,1101,11251
9872080073,2014-04-18,869968,4,2.71,2764,14199,2,0,2,3,6,2712,638,1992,2010,98143,47.482012125743616,-121.5594184632647,2604,4237
8629109528,2014-04-19,436654,1,1.15,1263,2294,2,0,0,1,12,848,725,1985,1990,98066,47.211779362832594,-121.60010694636723,1176,11238
3428460279,2014-04-20,808856,4,3.09,2735,5065,1,0,2,4,4,2630,324,1988,1990,98176,47.6401350117613,-122.15192392209896,2714,13433
4423995465,2014-04-21,220777,1,1.0,879,11944,2,0,3,4,5,784,943,2010,2000,98100,47.450621306007164,-122.38846665964833,872,10497
8405522409,2014-04-22,363879,1,1.0,992,9014,2,1,2,3,5,517,807,1965,1990,98057,47.515215261084165,-121.79584524921113,987,6668
3965269997,2014-04-23,1149951,8,5.0,3612,10945,1,1,4,2,11,3437,690,2008,1990,98171,47.268813590686456,-121.77163869726327,3759,7312
6757596253,2014-04-24,485123,2,1.89,1680,13402,1,0,1,1,6,1642,591,1955,2010,98024,47.79502853727246,-121.6031709551593,1704,12086
1225018904,2014-04-25,845034,4,3.2,2562,2603,1,0,1,3,3,2395,140,2005,2000,98022,47.381480696190906,-122.44734424054892,2692,11224
5980551010,2014-04-26,154790,1,1.0,564,2322,2,1,0,1,3,523,473,1957,2000,98186,47.58099379695787,-122.35829616197263,686,9956
5624852745,2014-04-27,1041771,7,5.0,3068,6956,1,0,0,1,9,2702,30,1976,1990,98128,47.54874180691268,-121.90175120712082,3128,6465
5072709333,2014-04-28,566913,4,2.85,1867,3441,2,1,3,4,9,1764,883,1976,2000,98096,47.671055322354995,-121.88086844912992,1782,1498
2308257158,2014-04-29,517620,3,1.42,1652,2098,2,0,3,3,4,1320,934,1995,2000,98142,47.376302173373176,-122.466390337685,1601,12560
9276042705,2014-04-30,855348,5,3.72,2527,6073,2,1,4,4,11,2324,62,1990,2000,98127,47.65355640699834,-122.10306794893835,2444,7062
6212793850,2014-05-01,1017186,7,5.0,3195,10697,2,1,0,3,11,3188,559,1974,2000,98080,47.429501038411445,-121.91583826872395,3159,14453
1041604850,2014-05-02,656302,2,2.03,1995,10318,2,1,0,1,7,1533,86,1967,1990,98179,47.44669657950781,-121.76208866684827,2046,3944
8979856354,2014-05-03,1166922,8,4.88,3634,9488,1,1,3,4,5,3353,303,1961,0,98185,47.603627515892065,-122.18384930822167,3700,8952
4140296890,2014-05-04,627684,3,2.37,1662,12241,1,0,3,1,5,1267,60,2000,1990,98168,47.67057146304428,-122.01609650697816,1505,6856
9361253519,2014-05-05,715038,3,1.67,2022,11417,2,0,3,3,5,1980,395,1988,2010,98171,47.600119981672336,-121.68594512768799,2002,12996
8651980216,2014-05-06,925595,5,3.91,3140,14350,2,1,1,2,8,2706,333,1959,0,98003,47.73992771234269,-121.54610493610225,3016,13405
3431874947,2014-05-07,303412,1,1.0,891,13546,1,1,2,4,6,782,951,2003,0,98195,47.371095417706044,-122.26968532461015,1064,13652
9616810229,2014-05-08,658579,4,2.96,2198,4787,1,1,2,4,10,1724,785,1978,0,98134,47.740370039261165,-122.2469577941801,2113,8838
5560764377,2014-05-09,294975,1,1.15,918,3096,2,1,0,1,7,709,410,1990,1990,98045,47.27851811556603,-121.56018181256613,784,7077
6130113598,2014-05-10,914218,6,3.88,2836,12801,2,0,1,1,3,2600,283,1958,2010,98008,47.59571819141799,-122.10408884923731,2648,1135
5996492842,2014-05-11,230630,2,2.05,878,3208,1,1,3,2,11,523,465,2012,1990,98160,47.52857839082811,-121.78165167547925,769,10292
1952546366,2014-05-12,771724,3,1.9,2296,6988,1,1,0,4,3,1978,79,1986,2010,98032,47.49678156424935,-121.88773477127012,2341,11063
2363886544,2014-05-13,893565,5,2.97,2778,1175,2,1,1,3,8,2730,691,1963,1990,98083,47.38654721731731,-122.21441232020594,2844,5033
1376201735,2014-05-14,1115265,6,4.36,3565,8169,1,1,4,3,3,3451,783,1988,1990,98131,47.50223964718494,-121.84643777804197,3503,7700
1386187353,2014-05-15,794494,4,1.95,2588,14288,1,1,1,4,5,2434,76,1989,1990,98064,47.29706401383083,-121.84443409904303,2728,5113
3690612398,2014-05-16,1146688,6,4.63,3599,7014,2,1,0,4,12,3463,953,2003,0,98105,47.421592566527,-121.90755681459092,3642,13204
6496467094,2014-05-17,864996,4,2.87,2682,11694,2,1,2,4,7,2516,732,1952,1990,98033,47.25920855049033,-122.40033917515049,2822,7546
8141655622,2014-05-18,213751,1,1.37,700,13191,2,0,3,2,12,380,904,2004,2010,98084,47.54310795987179,-121.50482817762597,890,9396
4739344051,2014-05-19,597274,3,2.57,2363,2667,1,1,4,3,9,2165,793,1982,2010,98087,47.25746073171978,-122.09958353882918,2435,5594
4124714268,2014-05-20,404544,2,1.0,1279,13563,2,1,1,3,12,806,539,1968,2010,98191,47.2962067863431,-121.861749014603,1382,11563
7669063603,2014-05-21,1031025,6,4.08,3477,11737,1,1,0,1,10,3407,360,1983,0,98152,47.25128008089249,-121.61423830588738,3674,13882
6190847508,2014-05-22,1150727,8,5.0,3604,9867,2,0,0,1,11,3105,76,1999,1990,98054,47.42878638397125,-122.07671151158016,3594,1561
6783425854,2014-05-23,1085471,7,5.0,3619,2823,2,0,3,4,8,3613,508,1996,1990,98136,47.70517507265101,-121.72607494319445,3515,6400
5834267359,2014-05-24,259775,3,2.86,1002,6147,1,0,0,1,11,803,163,1995,2000,98016,47.74413783498029,-121.52817557532059,1132,8333
4553469365,2014-05-25,997956,5,4.36,2954,2356,1,1,0,2,10,2619,8,2005,0,98148,47.24313367276001,-122.14106523974695,2958,4314
2449690898,2014-05-26,699295,4,2.96,2251,4072,2,1,3,3,11,2185,174,2006,2010,98187,47.58073008451697,-122.09473042976727,2187,4960
2058794922,2014-05-27,391366,2,1.68,1304,4259,2,1,4,3,12,812,461,2000,2010,98140,47.61063125475524,-121.59442394100343,1180,11718
9486995829,2014-05-28,877926,6,5.0,2646,7199,1,0,2,1,6,2509,306,2003,1990,98130,47.52026196545921,-122.34035713218482,2829,3211
2480980323,2014-05-29,1020770,7,5.0,3231,1546,2,1,2,4,11,2990,587,1977,2010,98195,47.60019091688173,-122.47140516164056,3067,3371
6743706803,2014-05-30,853690,3,2.44,2395,6231,1,0,1,1,9,1941,244,1968,1990,98003,47.340214429265856,-121.59111099515088,2480,7974
9053570675,2014-05-31,1038249,7,5.0,3273,8965,1,0,4,4,7,3061,121,1976,1990,98006,47.49378652709141,-121.67840842588242,3375,13927
1606052499,2014-06-01,689256,5,3.47,2070,3083,2,0,1,2,7,1890,184,1997,2000,98025,47.4345255094215,-121.52741696744867,2004,3681
3343257375,2014-06-02,516547,3,2.27,1460,3040,1,0,2,3,3,1207,31,1968,0,98023,47.25382477086378,-122.44176221728932,1401,3806
5489506308,2014-06-03,1098112,7,4.91,3160,5534,1,0,3,2,4,3060,997,2000,1990,98009,47.57533386383349,-122.34382266955902,3213,12961
7593429066,2014-06-04,578399,2,1.43,1985,2752,1,1,0,3,12,1635,962,1956,1990,98012,47.49712911560293,-122.39468744091019,1832,3255
1352289045,2014-06-05,1006101,7,4.73,3190,10807,2,1,2,2,5,3104,761,1978,1990,98124,47.36510441614155,-121.81658386770629,3244,13602
5445030211,2014-06-06,552129,3,2.16,1528,2849,1,0,4,1,10,1344,568,1992,2000,98171,47.484211156242026,-121.89398992625286,1461,10092
5250971435,2014-06-07,1247203,7,5.0,3789,3642,2,1,2,2,8,3699,309,2007,1990,98038,47.6651788110385,-122.14066480061274,3878,7382
5423907916,2014-06-08,384358,3,1.96,1002,2600,2,1,4,2,12,755,371,1957,0,98146,47.680994657684835,-122.44257652059775,1009,10942
7204201608,2014-06-09,995764,7,5.0,3314,12588,2,0,4,1,7,3101,655,1991,0,98178,47.58971567724962,-121.86033801595346,3214,5899
7462289502,2014-06-10,356499,1,1.0,897,14951,1,0,4,3,3,539,829,1991,2010,98018,47.4806487000401,-121.92987951488495,742,12487
6805958302,2014-06-11,392929,2,1.73,1370,5402,1,1,1,3,11,1122,595,1962,0,98075,47.54544978352231,-122.38709678893939,1239,4159
3177902420,2014-06-12,1062214,5,3.68,3342,12797,2,1,3,1,5,3217,991,1975,2010,98051,47.43100922281337,-121.59109029552629,3277,6656
3739767710,2014-06-13,270188,1,1.29,892,4799,2,1,2,2,5,482,55,1967,0,98174,47.27593380579655,-122.301050290328,971,2452
4298558239,2014-06-14,177875,1,1.0,706,1618,1,1,3,2,4,269,790,1991,2010,98119,47.43137235843166,-121.75649084785614,572,10435
7160535738,2014-06-15,430773,4,4.47,1538,2132,2,0,0,2,6,1170,272,2000,1990,98157,47.51819965364178,-121.61492413745705,1341,3322
7952573121,2014-06-16,667107,4,2.56,2381,6491,2,1,2,4,4,2378,463,1965,2000,98045,47.55930040879035,-121.92052500930629,2404,10862
3150537055,2014-06-17,1087650,5,3.95,3439,14667,1,0,3,3,11,3352,677,1952,2000,98148,47.76148058563277,-122.25315109470175,3239,11219
5396038566,2014-06-18,548934,3,1.78,1984,6795,2,0,3,2,12,1834,455,1994,2000,98074,47.666400067018365,-122.19075148237486,2073,8097
2845216158,2014-06-19,382209,3,2.57,1363,11307,1,1,0,3,9,1188,978,1971,1990,98123,47.29119553686681,-121.61425246628117,1271,2768
1554800010,2014-06-20,1046098,7,5.0,3290,11531,1,1,4,2,10,3080,669,1972,2000,98047,47.30450932399176,-122.20174284362352,3354,7096
7543814510,2014-06-21,1081659,7,4.92,3812,11931,2,1,2,1,5,3387,248,2008,0,98061,47.26029685554386,-121.7538095166827,3674,6185
6384102795,2014-06-22,387848,3,2.79,1063,13468,1,0,2,1,8,805,697,2011,2010,98057,47.64290903633255,-121.5098347877446,1128,12855
3114121674,2014-06-23,355505,2,1.42,1520,8633,1,0,0,3,12,1430,993,2003,1990,98017,47.623673367095115,-121.50018328063732,1457,14734
3800718382,2014-06-24,174631,1,1.0,595,2487,1,0,4,3,8,337,77,2006,2000,98107,47.79181774101813,-121.96652025173067,438,11494
8694277318,2014-06-25,767650,4,2.54,2423,8848,2,0,2,1,3,2012,533,1972,0,98186,47.513214050598606,-121.6734442032139,2596,2169
7882555497,2014-06-26,744003,4,2.98,2257,6009,2,1,2,4,8,2067,107,2009,0,98047,47.69584895730933,-121.5097501320788,2318,5710
6531193290,2014-06-27,967515,6,5.0,3032,10749,2,0,2,1,5,2952,272,2004,1990,98062,47.54586391518567,-122.12532711015801,3047,11624
1580164802,2014-06-28,1374295,8,5.0,3978,3113,1,0,4,2,5,3564,763,2012,1990,98011,47.72445202751646,-122.24759041492969,3898,7590
9115669786,2014-06-29,884215,4,3.15,2778,2044,1,1,0,4,5,2641,14,2005,2000,98033,47.63261262358165,-122.38576664415781,2729,1386
5054141109,2014-06-30,1091480,5,3.53,3296,14923,2,0,2,1,12,2864,369,2004,2010,98188,47.58573040899475,-122.35910036192688,3308,3430
8584177968,2014-07-01,667226,5,3.78,2178,3431,2,0,3,4,12,1709,303,1974,2000,98101,47.53907360258983,-121.64644363637933,2211,12540
6918897747,2014-07-02,1188637,6,4.6,3742,8979,1,1,4,4,10,3393,671,1975,2000,98086,47.63378231466579,-121.91127690969293,3892,2405
5910845723,2014-07-03,409378,2,1.72,1040,14926,2,0,1,4,7,915,204,1998,1990,98180,47.45179230560261,-121.62629082460751,950,1123
1078967903,2014-07-04,485815,3,1.71,1559,2582,2,0,0,3,6,1191,980,2012,2000,98024,47.2579459484234,-121.71054491096783,1719,4997
2993151241,2014-07-05,991211,6,4.83,3072,2308,2,0,3,1,11,2668,112,1994,2000,98189,47.223991677278704,-121.82625536995198,3191,6909
3839577591,2014-07-06,573942,2,1.0,1683,5917,2,0,2,3,11,1328,679,1988,2010,98131,47.487414238965506,-121.89068780809313,1704,12644
